义演	benefit
忘却	silence
洗澡	bath	dip
体（板球或棒球）攻球的一方	in
显著	importance
题目	theme
老年	age
零料	remnant
证明书	certificate
发牌	deal
保守党支持者	conservative
金字塔	pyramid
镀锡薄钢板	tin
学报	transaction
编者	editor
输入	import	input
似鼠动物	rat
新加入某组织（或机构、宗教）的人	initiate
成年人	grown-up
平衡	balance	proportion
摆渡	ferry
（尤指网球比赛）种子选手	seed
陛下	majesty
套装	suit
（恒星、行星等的）合	conjunction
英俚解雇	sack
学术权威	authority
竞赛	contest	game
震动	shake	shock	tremble
〈美俚〉棒球	pea
隐喻	metaphor
照相机	camera
有益的活动	employment
火把	torch
主要成分	basis
秤盘	pan
集会的公共场所	forum
言外之意	implication
短棍	bat
实行	administration
主食	staple
校勘	criticism
机械般的人	machine
增长	growth	access	advance	increase
共和主义者	republican
乐句	phrase
（条形的）堆	bank
[植]球芽甘蓝	sprout
（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流	draft
网	net	network
罐	pot
斜纹	bias
露齿而笑	grin
〈美俚〉眼镜	window
保险丝	fuse
俱乐部	club
运货汽车	lorry
保险业	insurance
报仇	revenge
炮位	battery
暗室	lab
隆起线	ridge
工作日	weekday
报价	estimate	quote
炊具箱	canteen
进取心	enterprise
（比赛、音乐会等的）半场	half
吹风	blow
制定法律	legislation
苏打水	soda
罪	debt
方丈	superior
区域	area	belt	reach	zone
空投	drop
专利证	patent
激动不安	fever
改良措施	improvement
俚钱	cabbage
控制台	console
十岁	ten
一群男人（或女人）	guy
（尤指吸引人的）相貌	look
莫斯（男子名）	moss
明信片	card	postcard
动力	dynamic	locomotive	momentum	impetus
自动化（技术）	automation
（大学的）讲师	professor
[语法学]关系词	relative
音乐（喜）剧=musicalcomedy	musical
盗版者	pirate
比例	percentage	ratio
着色剂	stain
小国的君主	prince
先驱	messenger	van
台风	typhoon
伤痕	bruise	scar
呜咽（声）	sob
薄涂层（尤指涂料）	wash
丧失（名誉	bankrupt
图书出租处	library
听写测验	dictation
草地	grass	lawn	meadow
投票	ballot	vote
精锐	elite
菜肴	menu
太太	wife
西南部	southwest
雨天	rain	wet
就职	installation
十二级风	hurricane
巡逻	patrol
玩偶	doll
指导原则	dictate	guideline
脑袋	skull
腕关节	wrist
帝国	empire
斗士	militant
洗劫	sack
俚棒球场	orchard
说唱音乐	rap
凶兆	threat
足够（的量）	sufficient
巫术	magic
[体]棒球运动	baseball
管辖的范围	reach
持续	duration
清新空气	ozone
轶事	anecdote
惯于晚上活动的人	owl
（篮球运动的）篮	basket
钢盔	helmet
书房	study
车辆	vehicle
必不可少的事物	must
（动物的）崽	offspring
弓形	arch
受人喜欢的人（或物）	peach
民主政治	democracy
发牢骚	murmur
素材资料	stuff
耳语	whisper
合伙人	associate
享受	luxury
秘密策略	wire
易冲动	temperament
百年	century
相似的情况	analogue
投机取巧者	operator
一带	surroundings
出行	trip
货单	manifest
一帮	bunch	crew	tribe
扈从	dependent
同盟	coalition	federation	union	alliance
从高处眺望到的景色	overlook
英尺(=12英寸或30。48厘米)	foot
售票员	conductor
所需时间	time
餐馆	restaurant
蔑政客	politician
联合抵制	boycott
火炬	torch
民法学者	civilian
到来	advent
岸上的沙子和卵石	beach
态度	attitude	bearing	behavior	manner	position	posture	expression
箭筒	quiver	quiver
渴望得到的东西	ambition
（第一次世界大战中指）加利波利半岛	peninsula	peninsula
十五世纪	fourteen
用作掩饰的事物	mask
汗水	sweat
（织品的）质地	substance
大意	drift
一大批	array	shower
擦	scrape	scratch	wipe
[古]奋斗	strife
（对…的）准备	preparation
孤注一掷	nap
（英美的）空军大队	group
衰退期	evening
鸟	bird
美感	aesthetic
（管乐器的）活栓	valve
课题	project	study
卖国贼	traitor
[电]信息转移通路	bus
提高	boost	hike	increase
[物]偏心轮	eccentric
角状物	horn
英细铅字	ruby
营救[救援]行动	rescue
鸡	chicken
黄色颜料	yellow
（加入组织或做某事付的）费	fee
（正式）提出	tender
附属企业	affiliate
太阳	sun
（特别的）才能	genius
鸽	dove
录音机	recorder
摸索	grope
树脂	pitch
…的化身	vessel
酒吧间	bar
联合	coalition	combine	conjunction	union	alliance	association
应得的赏罚	desert
（尤指被视为没有某人或某物那么好的）种类	like
公分	centimetre
黏土	clay
相等的数量	equal
（价格	tumble
擦皮鞋	shine
羞愧感	shame
阴性词	feminine
购买的物品	purchase
书信	communication
（周围的）环境[事物]	surroundings
职工	employee
管理者	governor
妥协	composition	compromise
新生	fresh
跳舞	dance	hop
隔板	ceiling
封条	seal
幻想作品	fantasy
雪	snow
雨	rain
绿色的衣服	green
零	nothing
内科（治疗）	medicine
商标	chop
雾	fog	steam
立交桥	overpass
笔迹	handwriting	writing
散步	outing
学识	scholarship
〈口〉（凸出的）大肚子	corporation
攻读学位者	candidate
啤酒	beer
求爱	address
纬线	parallel
地方	place	where
餐巾纸	napkin
匕首	knife
精神变态者	degenerate
（宇宙飞船上各个独立的）舱	module
宝藏	treasure
（绳索等）松弛部分	slack
同甘共苦的伙伴	companion
命中注定的事（尤指坏事）	fate
小孩	child
（地面的）裂口	gulf
（书报的）插页	insert
偶然的行动	random
短促的敲打（声）	knock
卷起	tuck
[语]闭锁音	shut
平均估价	average
解决	resolution	settlement	solution
着色者	painter
飞机	bus	plane	aeroplane	aircraft
[航]船具	hamper
（架设天线、支撑帐篷等用的）牵索	guy
阔步	stride
纠正办法	remedy
创伤	smart	wound
智力等）的人	bankrupt
汽船	steamer
[化]色淀	lake
退职金	bonus
有价值的物品	commodity
瓷餐具	china
天	heaven
寒冷	chill	cold	frost
口误	mistake	slip
没有固定工作的劳动者	casual
口语	bat
导弹	bird	missile
治安	peace	police
餐具架	buffet
重整的信号	rally
轻拍	pat	tip
词典	dictionary
成批作业	batch
尖叫声	scream
语族	family
（美国、加拿大的）一分钱	penny
几何图形	geometry
锻造车间	forge
义愤	outrage
[生物学]最适度	optimum
压力	logic	pressure	stress
夜	dark	night
呷的动作	sip
郡民	county
平常人	anybody
纽扣	button
继电器	relay
（动植物分布的）圈	realm
收回	reclaim
[逻]换位（法）	conversion
门厅	lobby
大喊	cry
春季	spring
器具等）一套	suite
事实	fact	reality	truth
兵器	steel	weapon
[计算机科学]字符串	string
受托基金机构	trust
时髦人士	modern
球	ball	globe
悠闲	leisure
灰色	ash	grey
窝囊废	wet
简单的小测验	quiz
通货膨胀	inflation
接触	contact
[军]左翼	left
舱室垫板	ceiling
发生	evolution	occurrence
（建筑物内、家具或地板等上的）灰尘	dust
脚后跟	heel
意图	meaning	view	intention
漂移	drift
干杯	rouse	toast
投票权	ballot	vote
遮阳	shade
裁定	verdict
[法]证据	exhibit
接见	audience	interview
〈美俚〉牛奶	chalk
百叶窗	blind	shutter
色鬼	goat
骰子	die
标语	banner	slogan
[法]抵押权	pledge
〈美〉（头两个球把十柱打得）全倒	spare
准	true
卓越	distinction
一时的放纵	fling
杀人（罪）	blood
条板	strip
除外	exception
字面意义	letter
手术台	table
避难者	refugee
海员	sailor
圆满	perfection
（食用）肝	liver
船闸	lock
汽水桶	fountain
信封	envelope	stationery
矿井瓦斯	damp
诉诸	resort
管纱	cop
[法]受监护人	ward
利息	dividend	interest
星期二	Tuesday
损失	loss	ruin
星期五	Friday
功能	function	action
莫名其妙的话	jargon
[矿]石英	quartz
影响	effect	impression	influence
宣誓	swear
微小模型	miniature
普通日	weekday
谋杀	murder
电气技师	electrician
[植]海石竹	thrift
壁垒	wall
[航]跨绳	span
[数]关联	incidence
大红色	cardinal
控诉	complaint
麦芽床	couch
（应对紧急情况的）演习	drill
纠纷	complication	tangle
药草	herb
毒剂	toxic
紫外线辐射	ultraviolet
一英尺有12英寸）	inch
尼古丁	tar
轰炸员舱	greenhouse
脱衣舞女	exotic
舶来品	exotic
审计	audit
（个人的）最高水平	best
出版物	press	publication
巧合	coincidence
一舐的量	lick
（用于建筑或制作物品的）树木	timber
雨燕	swift
联谊会	social
否决权	veto
诡计	cunning	deceit	fetch	game
（森林似的）一丛	forest
航空学	aviation
无辜者	innocent
保育员	nurse
烦闷	agony	disturbance
反映	mirror	reflection
（蔬菜	skin
（隔离两个表面的）垫	cushion
宿命	fate	weird
一回	once
街区	block
胸怀	bosom	breast
要素	basic	being	dominant	element	momentum	primary
部族	tribe
电报	telegram	telegraph	wire
八人划船队	eight
凸肚形	bowing
治疗	therapy
财政困难	difficulty
传动	drive
参观	visit
插曲	episode	symphony
扇子	fan
对照物	contrast
[哲]主观	subject
（拌有肉、鱼、奶酪等的）混合色拉	salad
引语	preface
[动]喜鹊	pie
行为失检	lapse
果园里的全部果树	orchard
[数]期望值	expectation
疗效	therapy
傍晚	dusk	eve	evening
乱丢	shy
古怪的人	eccentric	fantastic
（建筑物等的）周围	outside
拿取	fetch
卷曲物	curl
歌剧业	opera
显要人物	notable
航天舱	capsule
清晰度	clarity
海拔	height
门外汉	layman	stranger
（婴儿）奶瓶	bottle
电压	voltage
扫兴	chill
〈美俚〉棒球队	gang
流放	exile
[天]矮星	dwarf
令人兴奋的事	excitement
鸡蛋	egg
（船航过时的）尾波	wake
被状物	quilt
旱季	drought
议事厅	chamber
官僚政治	bureaucracy
一阵哭泣	weep
参加者	participant
紧急情况	emergency
升降机	hoist
稳定（性）	stability
裂口	rip	yawn
小插曲	incident
额外费用	premium
开关	switch
测量的标准或范围	gauge
公文包	briefcase
捕获量	catch	take
今日	today
汽车车尾的行李箱	trunk
成色	metal	alloy
损毁	damage
紧抱	hug
爱好运动的人	sportsman
祸患	disaster
处理者	manager
飞行术	aviation
[乐]速度	tempo
女巨头	princess
酒店	hotel	pub
膝盖	knee
全速	career
[印刷]校样	revise
日用品	commodity
尤指提供如秋千等设备的户外场地	playground
里格（长度单位	league
割后再生的草	fog
紧抓	clutch
洼	fold
比较级	comparison
牛仔裤	jeans
关系者	participant
（战争	outbreak
威力	logic	might
全音程	tone
构成	formation
标题	heading	title	topic
犬吠声	bark	bay
照管	trust
各种猫科动物	tiger
感化	reclaim
熔铁上的浮渣	skull
管子	pipe
平稳时期	plateau
（身体的）发烧	heat
拷问	torture
（声、光、热等的）反射	reflection
丑行	scandal
笔法	pen
（法庭上证人的）证词	testimony
畜生	cattle
轮班	spell	tour
内阁	cabinet
潜能的事物	potential
（仲裁人、公断人的）裁定	award
诚挚	earnest
装置	appliance	device	fitting	gear	setting	unit	installation
反对的话	objection
类别	bracket	category	classification	range	sort
侵犯	invasion
大陆	continent	mainland
（个人	wardrobe
（为吸引买主等而对某物进行的）包装(package的名词复数)	packages
苹果树	apple
事变	incident
进步分子	progressive
腰部	middle	small	waist
（乐队）指挥	conductor	direction
孪晶	twin
大型雄性动物	bull
《格利佛游记》作者	swift
摩天大楼	skyscraper
龙	dragon
暴发户	mushroom
共同储金	pool
文献学	bibliography
顷刻	instant
掠夺别人的人	hawk
[台球]推球	follow
养鱼（龟）池	crawl
（医院里护送病人的）护工	porter
摆	pendulum
决赛	final
全音	tone
摞	pile
活动力	activity
脚蹬	cripple
救济金	benefit
辫子	queue
[解]大脑半球	hemisphere
腰	waist
动力学	dynamic
同感	sympathy
腿	leg
肿瘤	growth	tumour
可能的人物	possible
（金融方面）大恐慌	panic
[法]契约法	contract
上校	colonel
弯道	bend
管理人	manager
背景	context
同意	approval	consent	okay	yes	agreement
语境	context
摆程	swing
单调的生活	vegetation
[姓氏]斯威夫特	swift
呼啸声	roar
腕	wrist
住处附近的当地酒店	local
拒绝参加	boycott
梨树	pear
零头布	remnant
（轮船的）机师	engineer
报复	revenge
博物馆	museum
传授的或获得的知识	instruction
凭借	resort
通道	corridor	door	pass	passage	aisle	exit
祈祷	prayer
新梢	sprout
（纵横填字谜、游戏或问题的）提示词语	clue
计数器	counter
小说的）情节的征结	knot
地区	area	locality	neighborhood	quarter	region	zone	district
本源	source
镭射器	laser
妙计	wrinkle
灾变	catastrophe
极艰难[令人沮丧]的经历	murder
限度	limit	tolerance
本土	mainland
社会学	sociology
寓言	fable
多样	variety
谄媚者	creep
失散	wander
典范	pattern	pink
环外命中	outer
戏剧效果	drama	theater
洗发剂	shampoo
款待	banquet	entertainment	hospitality	treat
（球场）边线	boundary
预防	precaution
